bird,Sp,Mo,Day,Yr,Hr,Min,Fix,OBSLoC,Y,X,RawBear,AdjBear,Bars,Sig,notes,
3,Percnostola rufifrons,6,22,2011,10,18,P4,J12,9729803,192069,148,163,9,M,,
3,Percnostola rufifrons,6,22,2011,10,24,P4,J11,9729703,192061,47,62,11,M,,
3,Percnostola rufifrons,6,22,2011,10,40,P6,J10.5,9729666,192051,126,141,4,S,,
3,Percnostola rufifrons,6,22,2011,10,50,P5,J12,9729803,192069,80,95,7,S,,
3,Percnostola rufifrons,6,22,2011,10,53,P5,IJ12,9729797,192111,12,27,5,S,,
3,Percnostola rufifrons,6,22,2011,10,57,P5,I12,9729797,192161,306,321,7,S,,
3,Percnostola rufifrons,6,22,2011,16,32,E12,I11,9729708,192166,335,350,5,M,Ant swarm AND mixed flock present,
3,Percnostola rufifrons,6,22,2011,16,35,E12,IJ11,9729702,192109,25,40,4,M,,
3,Percnostola rufifrons,6,22,2011,16,37,E12,J11,9729703,192061,58,73,5,M,,
3,Percnostola rufifrons,6,22,2011,16,41,E12,J11.5,9729750,192063,90,105,5,M,,
3,Percnostola rufifrons,6,22,2011,17,6,E13,I11.5,9729748,192164,244,259,7,M,,
3,Percnostola rufifrons,6,22,2011,17,10,E13,IJ11,9729702,192109,61,76,7,M,,
3,Percnostola rufifrons,6,22,2011,17,13,E13,J11,9729703,192061,96,111,10,M,,
3,Percnostola rufifrons,6,23,2011,16,42,,I12,9729797,192161,310,325,8,M,,
3,Percnostola rufifrons,6,23,2011,16,48,P6,J12,9729803,192069,230,245,5,S,,
3,Percnostola rufifrons,6,23,2011,16,52,P6,J11,9729703,192061,4,19,6,S,,
3,Percnostola rufifrons,6,25,2011,7,17,E14,J12,9729803,192069,300,315,6,M,,
3,Percnostola rufifrons,6,25,2011,7,19,E14,J12.5,9729850,192072,118,133,5,M,,
3,Percnostola rufifrons,6,25,2011,7,23,E14,J11.5,9729750,192063,337,352,5,M,,
3,Percnostola rufifrons,6,25,2011,7,43,E15,J11,9729703,192061,18,33,7,M,,
3,Percnostola rufifrons,6,25,2011,7,47,E15,J11.5,9729750,192063,73,88,5,M,,
3,Percnostola rufifrons,6,25,2011,7,50,E15,J12,9729803,192069,169,184,5,M,,
3,Percnostola rufifrons,6,25,2011,8,12,E16,J11.5,9729750,192063,40,55,7,M,Unlikely that there is an ant swarm,
3,Percnostola rufifrons,6,25,2011,8,15,E16,J12,9729803,192069,117,132,6,M,,
3,Percnostola rufifrons,6,25,2011,8,18,E16,J12.5,9729850,192072,152,167,5,M,,
3,Percnostola rufifrons,6,25,2011,8,36,E17,J11,9729703,192061,30,45,5,S,,
3,Percnostola rufifrons,6,25,2011,8,42,E17,J12,9729803,192069,136,151,5,I,Inconsistent signal,
3,Percnostola rufifrons,6,25,2011,8,45,E17,IJ12,9729797,192111,232,247,6,M,,
3,Percnostola rufifrons,6,25,2011,9,21,E18,J11,9729703,192061,66,81,5,M,,
3,Percnostola rufifrons,6,25,2011,9,23,E18,J11.5,9729750,192063,96,111,5,M,,
3,Percnostola rufifrons,6,25,2011,9,26,E18,IJ11,9729702,192109,22,37,5,M,,
3,Percnostola rufifrons,6,25,2011,9,28,E18,I11,9729708,192166,332,347,5,M,,
3,Percnostola rufifrons,6,25,2011,13,42,E19,J11,9729703,192061,32,47,4,M,,
3,Percnostola rufifrons,6,25,2011,13,46,E19,J12,9729803,192069,92,107,3,M,,
3,Percnostola rufifrons,6,25,2011,13,48,E19,J12.5,9729850,192072,168,183,4,M,,
3,Percnostola rufifrons,6,25,2011,14,3,E20,J12.5,9729850,192072,188,203,5,M,"Red army ants present, but not PA or GR heard calling",
3,Percnostola rufifrons,6,25,2011,14,6,E20,IJ12,9729797,192111,265,280,5,M,,
3,Percnostola rufifrons,6,25,2011,14,10,E20,J11.5,9729750,192063,35,50,4,M,,
3,Percnostola rufifrons,6,25,2011,14,25,E21,J11.5,9729750,192063,57,72,4,M,,
3,Percnostola rufifrons,6,25,2011,14,27,E21,J12,9729803,192069,172,187,5,M,,
3,Percnostola rufifrons,6,25,2011,14,30,E21,IJ12,9729797,192111,226,241,4,M,,
3,Percnostola rufifrons,6,26,2011,6,43,E22,I11,9729708,192166,26,41,5,M,,
3,Percnostola rufifrons,6,26,2011,6,47,E22,I11.5,9729748,192164,71,86,4,M,,
3,Percnostola rufifrons,6,26,2011,6,49,E22,I12,9729797,192161,126,141,5,M,,
3,Percnostola rufifrons,6,26,2011,7,14,E23,I11.5,9729748,192164,88,103,6,M,,
3,Percnostola rufifrons,6,26,2011,7,17,E23,I12,9729797,192161,117,132,5,M,,
3,Percnostola rufifrons,6,26,2011,7,20,E23,I12.5,9729845,192173,154,169,5,M,,
3,Percnostola rufifrons,6,26,2011,7,42,E23,J11.5,9729750,192063,154,169,5,M,,
3,Percnostola rufifrons,6,26,2011,7,44,E23,J11,9729703,192061,112,127,5,M,,
3,Percnostola rufifrons,6,26,2011,7,46,E23,J10.6,9729664,192048,75,90,5,M,,
3,Percnostola rufifrons,6,26,2011,8,14,E24,J11.5,9729750,192063,139,154,4,M,May have moved after first 2 bearings.,
3,Percnostola rufifrons,6,26,2011,8,16,E24,J11,9729703,192061,121,136,4,M,,
3,Percnostola rufifrons,6,26,2011,8,19,E24,J10.6,9729664,192048,112,127,5,S,,
3,Percnostola rufifrons,6,26,2011,8,23,E24,I11,9729708,192166,221,236,4,M,,
3,Percnostola rufifrons,6,26,2011,8,39,E25,I11.5,9729748,192164,170,185,4,M,Ant swarm AND mixed flock present,
3,Percnostola rufifrons,6,26,2011,8,43,E25,I11,9729708,192166,164,179,4,M,,
3,Percnostola rufifrons,6,26,2011,8,47,E25,I10,9729608,192153,35,50,5,S,,
3,Percnostola rufifrons,6,26,2011,8,49,E25,I10.5,9729654,192157,78,93,5,S,,
3,,6,26,2011,15,30,8,I11,9729708,192166,352,7,4,M,,
3,,6,26,2011,15,34,8,I11.5,9729748,192164,328,343,4,M,,
3,,6,26,2011,15,38,8,I12.5,9729845,192173,243,258,3,S,,
3,,6,26,2011,15,53,9,I12.5,9729845,192173,240,255,2.5,M,,
3,,6,26,2011,15,56,9,I12,9729797,192161,276,291,3,S,right near treefall,
3,,6,26,2011,15,59,9,I11.5,9729748,192164,328,343,3,M,,
3,,6,26,2011,16,14,10,I12,9729797,192161,264,279,4,M,,
3,,6,26,2011,16,16,10,I11.5,9729748,192164,305,320,4,M,,
3,,6,26,2011,16,20,10,I11,9729708,192166,344,359,3,M,,
3,,6,26,2011,16,36,11,I12,9729797,192161,295,310,3.5,S,,
3,,6,26,2011,16,38,11,I12.5,9729845,192173,267,282,3.5,S,,
3,,6,26,2011,16,43,11,I11,9729708,192166,326,341,5,S,,
3,,6,26,2011,17,9,12,I11,9729708,192166,345,0,4,M,,
3,,6,26,2011,17,12,12,J11,9729703,192061,37,52,3.5,M,moved west towards the valley afterwards,
10,Formicarius colma,6,9,2011,6,25,,IJRt,9728914,192067,34,49,3,M,Using blue receiver. Mixed flock 50m east,
10,Formicarius colma,6,9,2011,6,29,,JRt,9728938,192026,89,104,3,M,,
10,Formicarius colma,6,9,2011,6,32,,J4,9729014,192028,98,113,3,M,,
10,Formicarius colma,6,9,2011,6,34,E1,IJ4,9729010,192075,32,47,2,M,,
10,Formicarius colma,6,9,2011,6,36,E1,I4,9729016,192122,305,320,3,S,,
10,Formicarius colma,6,9,2011,6,40,E1,I4.5,9729053,192125,256,271,3,M,,
10,Formicarius colma,6,9,2011,6,55,E2,J4,9729014,192028,93,108,4,M,,
10,Formicarius colma,6,9,2011,6,58,E2,IJ4,9729010,192075,336,351,2,M,,
10,Formicarius colma,6,9,2011,7,1,E2,I4,9729016,192122,298,313,3,S,,
10,Formicarius colma,6,9,2011,7,4,E2,I4.5,9729053,192125,267,282,3,M,,
10,Formicarius colma,6,9,2011,7,21,E3,I4.5,9729053,192125,272,287,4,M,,
10,Formicarius colma,6,9,2011,7,24,E3,I4,9729016,192122,232,247,3,S,,
10,Formicarius colma,6,9,2011,7,27,E3,IJ4,9729010,192075,223,238,2,M,Moved after last bearing--might want to scratch this fix,
10,Formicarius colma,6,9,2011,7,50,E4,IJ4,9729010,192075,324,339,3,M,Mixed flock at I4,
10,Formicarius colma,6,9,2011,7,53,E4,J4,9729014,192028,67,82,3,M,,
10,Formicarius colma,6,9,2011,7,56,E4,J4.5,9729061,192032,130,145,3,M,,
10,Formicarius colma,6,9,2011,8,11,E5,J4,9729014,192028,95,110,3,M,,
10,Formicarius colma,6,9,2011,8,14,E5,J4.5,9729061,192032,154,169,3,M,,
10,Formicarius colma,6,9,2011,8,18,E5,I4,9729016,192122,305,320,3,S,,
10,Formicarius colma,6,9,2011,8,34,E6,I4,9729016,192122,326,341,4,M,,
10,Formicarius colma,6,9,2011,8,36,E6,I4.5,9729053,192125,261,276,4,S,,
10,Formicarius colma,6,9,2011,8,39,E6,IJ4,9729010,192075,336,351,3,S,,
10,Formicarius colma,6,9,2011,8,43,E6,J4,9729014,192028,99,114,2,M,,
10,Formicarius colma,6,9,2011,8,59,E7,J4,9729014,192028,102,117,2,S,,
10,Formicarius colma,6,9,2011,9,2,E7,J4.5,9729061,192032,182,197,3,S,,
10,Formicarius colma,6,9,2011,9,6,E7,I4,9729016,192122,344,359,3,S,,
10,Formicarius colma,6,9,2011,9,8,E7,I4.5,9729053,192125,264,279,3,M,,
10,Formicarius colma,6,9,2011,14,39,E8,J4,9729014,192028,160,175,4,S,,
10,Formicarius colma,6,9,2011,14,42,E8,JTr,9728938,192026,58,73,3,M,LLP: I'm assuming ELC means JRt here,
10,Formicarius colma,6,9,2011,14,46,E8,IJ4,9729010,192075,202,217,3,M,,
10,Formicarius colma,6,9,2011,15,3,E9,IJ4,9729010,192075,13,28,2,M,,
10,Formicarius colma,6,9,2011,15,7,E9,J4,9729014,192028,80,95,2,I,,
10,Formicarius colma,6,9,2011,15,10,E9,J4.5,9729061,192032,141,156,2,M,,
10,Formicarius colma,6,9,2011,15,32,E10,J4,9729014,192028,64,79,2,M,,
10,Formicarius colma,6,9,2011,15,35,E10,J4.5,9729061,192032,160,175,3,M,,
10,Formicarius colma,6,9,2011,15,39,E10,IJ4,9729010,192075,354,9,2,M,,
10,Formicarius colma,6,9,2011,15,55,E11,I4,9729016,192122,311,326,4,M,,
10,Formicarius colma,6,9,2011,15,57,E11,IJ4,9729010,192075,348,3,2,M,,
10,Formicarius colma,6,9,2011,16,0,E11,J4,9729014,192028,78,93,2,S,,
10,Formicarius colma,6,9,2011,16,3,E11,J4.5,9729061,192032,145,160,3,M,,
10,Formicarius colma,6,9,2011,16,18,E12,J4.5,9729061,192032,165,180,3,M,A lot of movement,
10,Formicarius colma,6,9,2011,16,20,E12,J4,9729014,192028,86,101,3,M,,
10,Formicarius colma,6,9,2011,16,23,E12,IJ4,9729010,192075,49,64,2,M,,
10,Formicarius colma,6,9,2011,16,27,E12,I4,9729016,192122,334,349,3,M,,
10,Formicarius colma,6,12,2011,10,33,E13,H3.5,9728959,192220,159,174,7,M,,
10,Formicarius colma,6,12,2011,10,36,E13,H3,9728892,192179,122,137,6,S,,
10,Formicarius colma,6,12,2011,10,40,E13,H2.5,9728861,192215,109,124,5,M,,
10,Formicarius colma,6,12,2011,11,0,E14,GHRt,9728717,192245,57,72,6,M,GHRt = 50 m east of H on Rt,
10,Formicarius colma,6,12,2011,11,4,E14,H2.5,9728861,192215,95,110,6,M,,
10,Formicarius colma,6,12,2011,11,8,E14,H3,9728892,192179,128,143,4,M,,
10,Formicarius colma,6,12,2011,11,45,E15,GHRt,9728717,192245,55,70,11,M,,
10,Formicarius colma,6,12,2011,11,50,E15,H2.5,9728861,192215,90,105,5,M,,
10,Formicarius colma,6,12,2011,11,53,E15,H3.5,9728959,192220,109,124,5,M,,
10,Formicarius colma,6,12,2011,12,16,E16,H3.5,9728959,192220,170,185,5,M,,
10,Formicarius colma,6,12,2011,12,18,E16,H3,9728892,192179,99,114,4,S,,
10,Formicarius colma,6,12,2011,12,22,E16,HRt,9728736,192207,75,90,5,S,,
10,Formicarius colma ,6,13,2011,15,8,A1,I3,9728904,192067,189,204,280,M,,
10,Formicarius colma ,6,13,2011,15,12,A1,HI3,9728913,192165,180,195,290,M,,
10,Formicarius colma ,6,13,2011,15,17,A1,H3,9728892,192179,230,245,290,M,,
10,Formicarius colma ,6,13,2011,15,22,A1,H2,9728815,192213,35,50,270,M,,
10,Formicarius colma ,6,13,2011,15,57,A2,J3,9728913,191981,158,173,290,S,,
10,Formicarius colma ,6,13,2011,16,1,A2,I3,9728904,192067,195,210,290,S,,
10,Formicarius colma ,6,13,2011,16,4,A2,HI3,9728913,192165,247,262,270,M,,
10,Formicarius colma,6,21,2011,8,26,P1,J4,9729014,192028,126,141,11.5,S,,
10,Formicarius colma,6,21,2011,8,35,P1,HI4,9729009,192172,198,213,7,S,,
10,Formicarius colma,6,21,2011,8,38,P1,I4,9729016,192122,168,183,8,M,,
10,Formicarius colma,6,21,2011,8,42,P1,I3.5,9728964,192119,122,137,7,M,,
10,Formicarius colma,6,21,2011,9,2,P2,I4,9729016,192122,172,187,8,M,,
10,Formicarius colma,6,21,2011,9,6,P2,I3.5,9728964,192119,166,181,9,M,,
10,Formicarius colma,6,21,2011,9,11,P2,I3,9728904,192067,96,111,9,M,,
10,Formicarius colma,6,21,2011,9,14,P2,HI3,9728913,192165,18,33,7,S,,
10,Formicarius colma,6,21,2011,9,38,P3,HI4,9729009,192172,202,217,8,M,,
10,Formicarius colma,6,21,2011,9,44,P3,H3.5,9728959,192220,246,261,9,M,,
10,Formicarius colma,6,21,2011,9,50,P3,H3,9728892,192179,283,298,9,M,,
10,Formicarius colma,6,21,2011,9,54,P3,I4,9729016,192122,176,191,10,S,,
10,Formicarius colma,6,21,2011,10,9,P4,I3,9728904,192067,134,149,10,S,,
10,Formicarius colma,6,21,2011,10,19,P4,H3,9728892,192179,194,209,8,M,,
10,Formicarius colma,6,21,2011,10,32,,H2,9728815,192213,66,81,6,M,,
10,Formicarius colma,6,21,2011,10,55,,G2,9728808,192310,10,25,8,I,not sure if that location is right,
10,Formicarius colma,6,21,2011,11,1,P5,I3,9728904,192067,130,145,11,I,,
10,Formicarius colma,6,21,2011,11,6,P5,H3,9728892,192179,189,204,10,M,,
10,Formicarius colma,6,21,2011,16,31,P6,J2.5,9728874,192020,160,175,8,M,,
10,Formicarius colma,6,21,2011,16,36,P6,J3,9728913,191981,168,183,7,S,,
10,Formicarius colma,6,21,2011,16,39,P6,J3.25,9728948,192025,98,113,7,M,,
10,Formicarius colma,6,21,2011,16,47,P6,I3,9728904,192067,264,279,8,S,,
10,Formicarius colma,6,21,2011,17,9,P7,I3,9728904,192067,278,293,9,S,,
10,Formicarius colma,6,21,2011,17,13,P7,IJ3,9728921,192068,259,274,7,S,,
10,Formicarius colma,6,21,2011,17,17,P7,J3,9728913,191981,218,233,4.5,M,,
10,Formicarius colma,6,21,2011,17,20,P7,J3.25,9728948,192025,169,184,4,M,,
10,Formicarius colma,6,21,2011,17,37,P8,JL3,9728924,191964,158,173,7,M,,
10,Formicarius colma,6,21,2011,17,40,P8,J3,9728913,191981,187,202,5,S,,
10,Formicarius colma,6,21,2011,17,45,P8,IJ3,9728921,192068,264,279,7.5,S,,
10,Formicarius colma,6,22,2011,15,57,,RT-150,9728929,192041,120,135,260,M,Receiver issues; ,
10,Formicarius colma,6,23,2011,6,15,P9,RTJ,9728963.372,191973.5968,211,226,95,M,big black reciver ,
10,Formicarius colma,6,23,2011,6,19,P9,J3,9728913,191981,257,272,85,S,,
10,Formicarius colma,6,23,2011,6,23,P9,L3,9728920,191904,146,161,95,S,,
10,Formicarius colma,6,23,2011,6,42,P10,J3,9728913,191981,245,260,90,S,,
10,Formicarius colma,6,23,2011,6,48,P10,L3,9728920,191904,153,168,95,S,,
10,Formicarius colma,6,23,2011,6,53,P10,L2,9728819,191889,67,82,100,S,,
10,Formicarius colma,6,25,2011,11,34,P11,HI3,9728913,192165,126,141,105,S,,
10,Formicarius colma,6,25,2011,11,37,P11,H3,9728892,192179,155,170,95,S,,
10,Formicarius colma,6,25,2011,11,41,P11,RTH,9728805.648,192170.14,68,83,100,S,,
10,Formicarius colma,6,25,2011,12,10,P12,RTH,9728805.648,192170.14,37,52,95,M,,
10,Formicarius colma,6,25,2011,12,13,P12,H3,9728892,192179,97,112,90,S,,
10,Formicarius colma,6,25,2011,12,18,P12,H4,9729012,192224,188,203,100,S,,
10,Formicarius colma,6,25,2011,12,43,P13,I4,9729016,192122,178,193,110,S,,
10,Formicarius colma,6,25,2011,12,47,P13,H4,9729012,192224,228,243,100,M,,
10,Formicarius colma,6,25,2011,12,51,P13,I3,9728904,192067,78,93,110,M,,
10,Formicarius colma,6,25,2011,13,15,,I3,9728904,192067,148,163,110,M,MOVED,
10,Formicarius colma,6,25,2011,13,18,P14,H3,9728892,192179,323,338,100,S,,
10,Formicarius colma,6,25,2011,13,20,P14,HI3,9728913,192165,54,69,90,S,,
10,Formicarius colma,6,25,2011,13,23,P14,I3,9728904,192067,98,113,100,S,,
10,Formicarius colma,6,25,2011,13,46,P15,RTH,9728805.648,192170.14,356,11,120,S,,
10,Formicarius colma,6,25,2011,13,49,P15,H3,9728892,192179,322,337,105,S,,
10,Formicarius colma,6,25,2011,13,53,P15,I3,9728904,192067,99,114,100,S,,
10,Formicarius colma,6,26,2011,9,20,E17,I3,9728904,192067,244,259,5,M,,
10,Formicarius colma,6,26,2011,9,23,E17,IJ3,9728921,192068,148,163,5,,This bearing seems weird--trail seems to veer south.,
10,Formicarius colma,6,26,2011,9,26,E17,HI3,9728913,192165,270,285,5,M,,
10,Formicarius colma,6,26,2011,9,47,E18,RtJ,9728963.372,191973.5968,166,181,5,M,,
10,Formicarius colma,6,26,2011,9,51,E18,I3,9728904,192067,236,251,5,M,,
10,Formicarius colma,6,26,2011,9,53,E18,I2.5,9728866,192114,276,291,5,M,Paul did one fix here.,
10,Formicarius colma,6,26,2011,10,15,P16,I3,9728904,192067,280,295,7,M,digital reciver,
10,Formicarius colma,6,26,2011,10,20,P16,J3,9728913,191981,175,190,7.5,M,,
10,Formicarius colma,6,26,2011,10,25,P16,RT300,9728825.311,192129.339,258,273,7,M,,
10,Formicarius colma,6,26,2011,10,45,E19,RtJ,9728963.372,191973.5968,150,165,7,M,,
10,Formicarius colma,6,26,2011,10,50,E19,I3,9728904,192067,192,207,5,M,,
10,Formicarius colma,6,26,2011,10,53,E19,Rt300,9728825.311,192129.339,287,302,5,M,,
10,Formicarius colma,6,26,2011,11,14,E20,RTJ,9728963.372,191973.5968,139,154,6,M,,
10,Formicarius colma,6,26,2011,11,17,E20,I3,9728904,192067,197,212,4,M,,
10,Formicarius colma,6,26,2011,11,21,E20,Rt300,9728825.311,192129.339,280,295,6,M,,
10,Formicarius colma,6,27,2011,10,32,E21,Rt300,9728825.311,192129.339,94,109,6,M,,
10,Formicarius colma,6,27,2011,10,35,E21,RT200,9728906.788,192079.6871,131,146,7,M,,
10,Formicarius colma,6,27,2011,10,40,E21,I3.5,9728964,192119,152,167,8,M,,
10,Formicarius colma,6,27,2011,10,43,E21,I4,9729016,192122,168,183,9,M,,
10,Formicarius colma,6,27,2011,11,3,E22,I3,9728904,192067,130,145,10,M,,
10,Formicarius colma,6,27,2011,11,7,E22,Rt300,9728825.311,192129.339,231,246,7,M,,
10,Formicarius colma,6,27,2011,11,11,E22,Rt400,9728749.099,192198.9262,2,17,7,M,Likely moved between points.,
10,Formicarius colma,6,27,2011,11,31,E23,RtH,9728805.648,192170.14,365,380,7,M,***Raw bearing 365 IN NOTEBOOK: CHECK ANGLES IN LOAS; Rt.5H=50m south of trail to road on H.,
10,Formicarius colma,6,27,2011,11,34,E23,Rt.5H,9728749.099,192198.9262,83,98,6,M,"***LLP: I think this is what Lizzie means, CHECK",
10,Formicarius colma,6,27,2011,11,36,E23,Rt400,9728749.099,192198.9262,134,149,6,M,,
10,Formicarius colma,6,27,2011,12,1,E24,RtH,9728805.648,192170.14,24,39,7,M,,
10,Formicarius colma,6,27,2011,12,4,E24,Rt.5H,9728749.099,192198.9262,125,140,6,M,"***LLP: I think this is what Lizzie means, CHECK",
10,Formicarius colma,6,27,2011,12,6,E24,Rt400,9728749.099,192198.9262,98,113,6,M,,
10,Formicarius colma,6,27,2011,12,26,E25,RtH,9728805.648,192170.14,67,82,6,M,,
10,Formicarius colma,6,27,2011,12,29,E25,Rt400,9728749.099,192198.9262,3,18,7,M,,
10,Formicarius colma,6,27,2011,12,33,E25,Rt250,9728866,192104,133,148,7,M,,
10,Formicarius colma,6,29,2011,8,17,P17,J4,9729014,192028,164,179,10.5,S,,
10,Formicarius colma,6,29,2011,8,21,P17,J3,9728913,191981,168,183,8,S,,
10,Formicarius colma,6,29,2011,8,24,P17,IJ3,9728921,192068,238,253,8,S,,
10,Formicarius colma,6,29,2011,8,26,P17,I3,9728904,192067,279,294,9,S,,
10,Formicarius colma,6,29,2011,8,47,,RTJ,9728963.372,191973.5968,167,182,8,S,,
10,Formicarius colma,6,29,2011,8,52,P18,I3,9728904,192067,319,334,9.5,S,,
10,Formicarius colma,6,29,2011,8,56,P18,I4,9729016,192122,240,255,11.5,M,,
10,Formicarius colma,6,29,2011,8,59,P18,IJ4,9729010,192075,216,231,10,S,,
10,Formicarius colma,6,29,2011,9,2,P18,RT0,9729002,191925,149,164,11.5,M,Location approx,
10,Formicarius colma,6,29,2011,9,25,P19,RTJ,9728963.372,191973.5968,190,205,10,S,,
10,Formicarius colma,6,29,2011,9,27,P19,J3,9728913,191981,193,208,10,S,,
10,Formicarius colma,6,29,2011,9,31,P19,L3,9728920,191904,141,156,10,S,,
10,Formicarius colma,6,29,2011,9,35,P19,L2.5,9728877,191896,105,120,10,S,,
10,Formicarius colma,6,29,2011,9,56,P20,L2,9728819,191889,61,76,9,S,,
10,Formicarius colma,6,29,2011,9,59,P20,L3,9728920,191904,115,130,9,S,,
10,Formicarius colma,6,29,2011,10,3,P20,RTJ,9728963.372,191973.5968,180,195,9,S,,
10,Formicarius colma,6,29,2011,10,24,P20,RTJ,9728963.372,191973.5968,194,209,10.5,M,,
10,Formicarius colma,6,29,2011,10,28,P21,L3,9728920,191904,117,132,10.5,m,,
10,Formicarius colma,6,29,2011,10,31,P21,L2,9728819,191889,45,60,10.5,m,,
10,Formicarius colma,6,30,2011,8,53,P22,RTJ,9728963.372,191973.5968,174,189,10.5,M,,
10,Formicarius colma,6,30,2011,8,59,P22,I3,9728904,192067,284,299,10.5,S,,
10,Formicarius colma,6,30,2011,9,1,P22,I2.5,9728866,192114,312,327,10.5,S,,
10,Formicarius colma,6,30,2011,9,24,P23,RTJ,9728963.372,191973.5968,190,205,8,S,,
10,Formicarius colma,6,30,2011,9,32,P23,I3,9728904,192067,271,286,9,M,,
10,Formicarius colma,6,30,2011,9,34,P23,I2.5,9728866,192114,329,344,9,M,,
10,Formicarius colma ,6,30,2011,10,3,R1,RTJ,9728963.372,191973.5968,170,185,10.5,S,Using blue receiver,
10,Formicarius colma ,6,30,2011,10,14,R1,I3,9728904,192067,279,294,7,S,signal quiet,
10,Formicarius colma ,6,30,2011,10,17,R1,I2.5,9728866,192114,320,335,7.5,S,,
10,Formicarius colma ,6,30,2011,10,37,R2,RTJ,9728963.372,191973.5968,170,185,11.5,S,,
10,Formicarius colma ,6,30,2011,10,45,R2,I3,9728904,192067,219,234,11,S,,
10,Formicarius colma ,6,30,2011,10,53,R2,RT400,9728749.099,192198.9262,310,325,12.5,S,,
10,Formicarius colma ,6,30,2011,11,13,R3,RT400,9728749.099,192198.9262,320,335,10,S,,
10,Formicarius colma ,6,30,2011,11,23,R3,I3,9728904,192067,205,220,11.5,S,,
10,Formicarius colma ,6,30,2011,11,30,R3,RTJ,9728963.372,191973.5968,168,183,12.5,S,,
10,Formicarius colma,7,1,2011,17,22,E26,I3.5,9728964,192119,264,279,270,M,,
10,Formicarius colma,7,1,2011,17,25,,IJ3,9728921,192068,116,131,270,M,Off for some reason--if it doesn't fit throw this bearing out.,
10,Formicarius colma,7,1,2011,17,30,E26,RT200,9728906.788,192079.6871,298,313,270,M,,
10,Formicarius colma,7,1,2011,17,38,E26,RT-J,9728963.372,191973.5968,184,199,260,M,,
10,Formicarius colma,7,1,2011,17,55,E27,RT-J,9728963.372,191973.5968,17,32,250,M,,
10,Formicarius colma,7,1,2011,17,59,E27,J4,9729014,192028,213,228,240,M,,
10,Formicarius colma,7,1,2011,18,2,E27,IJ4,9729010,192075,264,279,250,S,Night roost.,
